,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
4519,RIF,RIR,169080,0,0,9480,402840,279121,0,766,156480,0,0,6,2,169627.83333333334,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4521,RIF,RIS,0,0,0,0,47520,311223,0,9616,2880,37550,8067,6,4,69476,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4523,RIF,RMD,0,0,0,4080,0,7772,902,1036,0,576,0,5,2,2873.2,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4525,RIF,RMG,1069560,1934848,1549800,1112760,2516280,1591264,13430,20460,2340240,38841,11305,11,4,1108980.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4527,RIF,SAA,173760,178944,6720,6240,8280,71976,0,0,0,0,0,6,0,74320,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4529,RIF,SIA,0,0,0,0,0,337,0,0,96480,12573,362,4,3,27438,2,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,5,0,1,5,0,1,no,no,not specific,0,2.5
4531,RIF,SIB,0,0,0,21840,0,0,245,242,163680,10459,1208,6,4,32945.666666666664,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4533,RIF,SMB,141600,393472,312120,71040,1000680,1316197,3220,16375,1105920,11859,17064,11,4,399049.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4535,RIF,SMD,0,0,0,0,0,0,0,118,0,0,0,1,1,118,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4537,RIF,URA,116760,126464,24000,41520,147120,189234,1207,1174,112080,207,0,10,3,75976.6,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4539,RIF,URB,97320,194304,37080,0,0,0,0,0,0,297,0,4,1,82250.25,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4541,RIF,URX,1200,3072,30960,2280,233040,50012,363,1032,361200,2821,969,11,4,62449.90909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,1,0,0,2,2,2,0,no,no,not specific,0.4,0
4543,RIF,URY,0,0,0,1320,0,0,808,209,0,2328,1697,5,3,1272.4,3,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,2,4,2,3,0,2,no,yes,pristi_specific,0,3
4570,RIG,RIG,291720,798720,522960,173760,907680,1599037,17925,26719,1622880,877,674,11,4,542086.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4572,RIG,RIH,685080,604416,315480,196560,454440,1177988,3082,12979,1295520,0,0,9,2,527282.7777777778,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
4574,RIG,RIM,1092000,1188608,1657440,1459920,3677640,1583492,15340,15594,2208000,20682,19903,11,4,1176238.0909090908,9,2,no,no,core,no,core,0,0,1,0,1,0,0,0,1,0,44,21,5,13.6,3,2,no,no,not specific,0.3,32.5
4576,RIG,RIP,0,0,0,0,0,0,0,0,0,0,3889,1,1,3889,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4578,RIG,RIR,631200,1181184,1002840,1428720,1751400,2519869,18412,13799,4976880,435,249,11,4,1229544.3636363635,9,2,no,no,core,no,core,2,3,0,3,2,4,4,13,2,3,0,0,9,4,9,0,no,no,not specific,3.6,0
4580,RIG,RIS,32280,18688,68640,126480,607440,34805,0,0,522720,683,1486,9,3,157024.66666666666,7,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4582,RIG,RIV,1054080,1481984,937920,823200,1383960,1417911,13295,8319,2462640,11366,8187,11,4,872987.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,1,0,0,0,3,4,0,3,2.6666666666666665,2,1,no,no,not specific,0.4,2
4584,RIG,RMD,0,0,0,0,0,125367,2677,0,10560,35086,35861,5,3,41910.2,3,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,12,8,2,10,0,2,no,yes,pristi_specific,0,10
4586,RIG,RME,1095600,1234432,1195200,904080,2208600,2141734,9078,12492,3473040,1380,377,11,4,1116001.1818181819,9,2,no,no,core,no,core,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4588,RIG,RMG,327960,623104,725520,107160,742560,222688,4646,1708,299040,3055,0,10,3,305744.1,9,1,no,no,not specific,no,not specific,2,2,7,2,4,2,2,6,4,1,0,0,10,3.2,10,0,yes,no,cel_specific,3.2,0
4590,RIG,SAA,2494440,4837120,4119600,4513080,7314960,3028098,33945,59199,7732560,19547,9333,11,4,3105625.6363636362,9,2,no,no,core,no,core,0,0,1,0,0,0,0,0,0,2,9,19,4,7.75,2,2,no,no,not specific,0.3,14
4592,RIG,SIA,34560,417024,505920,462120,1589760,678542,5572,8663,2534640,19700,17558,11,4,570369,9,2,no,no,core,no,core,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4594,RIG,SIB,140160,389888,466200,284280,366240,1122570,0,4180,1307280,3733,10404,10,4,409493.5,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4596,RIG,SMB,1283640,1733632,1330560,746040,2743680,3756314,20904,38665,5393520,8336,7710,11,4,1551181.9090909092,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
4598,RIG,SMD,35280,85760,18360,166440,15720,50350,0,0,1440,3358,16981,9,3,43743.22222222222,7,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,7,10,2,8.5,0,2,no,yes,pristi_specific,0,8.5
4600,RIG,URA,40320,121344,131520,93720,121320,220998,378,136,55440,3241,3747,11,4,72014.90909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,5,1,5,0,1,no,no,not specific,0,2.5
4602,RIG,URB,0,0,4800,0,0,8448,0,0,52080,0,0,3,1,21776,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4604,RIG,URX,479760,416768,541320,1608240,1337640,2561095,7640,12135,4941360,4404,3314,11,4,1083061.4545454546,9,2,no,no,core,no,core,0,1,0,1,0,1,0,9,1,0,14,5,7,4.571428571428571,5,2,no,no,not specific,1.3,9.5
4606,RIG,URY,613560,1064192,715560,836880,2118840,1636545,14201,14776,3258960,17744,11013,11,4,936570.0909090909,9,2,no,no,core,no,core,2,5,2,4,4,2,1,2,2,4,6,0,11,3.090909090909091,10,1,no,no,not specific,2.8,3
4622,RIH,RIH,0,0,5040,11760,83400,90224,0,0,92160,0,0,5,1,56516.8,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4624,RIH,RIM,0,0,46800,0,110520,0,0,0,0,0,0,2,0,78660,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4626,RIH,RIP,1319040,1776640,1858800,2864880,2441520,3617770,15536,40881,9676560,33062,33241,11,4,2152539.090909091,9,2,no,no,core,no,core,5,6,7,8,12,8,4,25,8,16,2,15,12,9.666666666666666,10,2,no,no,core,9.9,8.5
4628,RIH,RIR,618720,669696,943200,515400,2075040,3127111,16881,43893,4473840,2889,8398,11,4,1135915.2727272727,9,2,no,no,core,no,core,0,1,1,0,1,2,0,0,1,0,3,0,6,1.5,5,1,no,no,not specific,0.6,1.5
4630,RIH,RIS,254880,115712,414000,158760,1426680,1198602,227,0,2067600,4405,4671,10,3,564553.7,8,2,no,no,not specific,no,not specific,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,1,no,no,not specific,0.1,0.5
4632,RIH,RIV,301440,774656,1228680,0,630000,2881781,178,8994,2112960,0,0,8,2,992336.125,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4634,RIH,RMD,117000,768,66120,223200,8280,314264,0,4642,526320,0,0,8,2,157574.25,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4636,RIH,RME,1945800,3480832,3417480,4786440,5459880,6511041,25992,66911,14017440,0,6934,10,3,3971875,9,1,no,no,not specific,no,not specific,1,1,1,1,0,3,0,16,3,1,0,0,8,3.375,8,0,no,no,not specific,2.7,0
4638,RIH,SAA,177840,378112,644520,17520,29400,433887,2548,81208,1032240,0,0,9,2,310808.3333333333,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4640,RIH,SIA,28920,768,105360,0,778440,90562,0,10782,0,0,0,6,1,169138.66666666666,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4642,RIH,SIB,126000,387072,437400,0,12240,276755,0,2212,111840,0,0,7,2,193359.85714285713,7,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4644,RIH,SMB,453000,420352,441240,720,1036680,1097562,2653,39830,2037120,2416,429,11,4,502909.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4646,RIH,SMD,16080,342272,222720,40560,0,156118,188,486,642240,0,0,8,2,177583,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4648,RIH,URA,218400,126976,181920,269280,723600,1001593,4935,11451,2797200,0,76,10,3,533543.1,9,1,no,no,not specific,no,not specific,0,0,0,0,0,3,0,1,2,0,0,0,3,2,3,0,no,no,not specific,0.6,0
4650,RIH,URX,47160,134400,375360,199320,484680,923872,2170,2574,582000,0,0,9,2,305726.22222222225,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4652,RIH,URY,982680,1263360,1079280,3567240,3810120,5348259,27054,23416,9272640,46952,23913,11,4,2313174,9,2,no,no,core,no,core,0,1,0,0,1,1,1,4,2,2,21,11,9,4.888888888888889,7,2,no,no,not specific,1.2,16
4674,RIM,RIM,147000,385536,143640,328920,706080,307845,3754,4347,1095600,12290,5844,11,4,285532.36363636365,9,2,no,no,core,no,core,0,0,0,0,0,0,0,17,0,1,0,0,2,9,2,0,no,no,not specific,1.8,0
4676,RIM,RIP,0,0,0,0,0,0,0,0,0,225,64,2,2,144.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4678,RIM,RIR,0,512,39840,0,0,0,0,530,0,12048,6228,5,3,11831.6,3,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
4680,RIM,RIS,812160,1955584,1384560,1856040,2594880,3548159,11082,10285,7197600,50564,26387,11,4,1767936.4545454546,9,2,no,no,core,no,core,1,1,1,3,0,1,0,2,1,3,4,0,9,1.8888888888888888,8,1,no,no,not specific,1.3,2
4682,RIM,RIV,1155840,1461248,1614360,1019520,2808720,3044319,16503,12215,2601840,6802,6340,11,4,1249791.5454545454,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,0,2,0,2,1.5,1,1,no,no,not specific,0.1,1
4684,RIM,RMD,1037520,2430720,1810440,3173160,8282520,12606780,120569,112163,20214480,125098,58789,11,4,4542930.818181818,9,2,no,no,core,no,core,8,7,7,7,11,17,14,57,26,21,43,0,11,19.818181818181817,10,1,no,no,not specific,17.5,21.5
4686,RIM,RME,550320,90624,546960,13680,1177200,2016705,904,1966,639840,6555,5489,11,4,459113,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4688,RIM,RMG,390600,174336,152160,91920,600000,201737,916,0,585360,12018,22679,10,3,223172.6,8,2,no,no,not specific,no,not specific,0,0,1,0,0,0,0,0,0,0,11,0,2,6,1,1,no,no,not specific,0.1,5.5
4690,RIM,SAA,7005240,13500416,9708240,11840880,20606160,20219439,194643,185778,47046480,45367,70048,11,4,11856608.272727273,9,2,no,no,core,no,core,3,6,6,9,14,17,17,44,26,32,26,7,12,17.25,10,2,no,no,core,17.4,16.5
4692,RIM,SIA,836520,1846016,1411200,1123320,2375520,3739082,15388,20763,5373120,34709,22258,11,4,1527081.4545454546,9,2,no,no,core,no,core,0,2,0,2,2,2,0,0,1,1,0,0,6,1.6666666666666667,6,0,no,no,not specific,1,0
4694,RIM,SIB,1144440,2483200,2023320,1882560,4635480,3901621,18890,13933,8654400,27454,32188,11,4,2256135.090909091,9,2,no,no,core,no,core,0,1,0,0,0,0,0,0,0,1,1,0,3,1,2,1,no,no,not specific,0.2,0.5
4696,RIM,SMB,210480,588032,688800,626640,1649040,953608,5370,3035,1969920,11892,11610,11,4,610766.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4698,RIM,SMD,4166880,7063808,5749560,8778480,13173720,16173862,139405,120688,29179440,143281,121025,11,4,7710013.545454546,9,2,no,no,core,no,core,14,20,13,20,25,30,21,64,35,39,67,9,12,29.75,10,2,no,no,core,28.1,38
4700,RIM,URA,0,0,10680,0,0,0,0,0,0,1070,423,3,2,4057.6666666666665,1,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4702,RIM,URB,0,16128,48840,0,0,0,0,0,231360,0,0,3,1,98776,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4704,RIM,URX,0,0,2880,2280,43200,0,0,0,20400,759,0,5,2,13903.8,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4706,RIM,URY,74400,195584,86160,126240,83040,201398,1178,2034,444480,20709,7233,11,4,112950.54545454546,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,12,0,1,12,0,1,no,no,not specific,0,6
4719,RIP,RIP,191520,572160,391440,581160,561120,79748,0,24342,618720,0,0,8,2,377526.25,8,0,no,no,not specific,no,cel_specific,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,0,no,no,not specific,0.2,0
4721,RIP,RIR,0,0,0,0,0,0,0,0,0,4660,5418,2,2,5039,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,3,5,2,4,0,2,no,yes,pristi_specific,0,4
4723,RIP,RIV,0,0,0,0,96000,1013,100,0,0,5267,4863,5,2,21448.6,3,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,2,no,yes,pristi_specific,0,3
4725,RIP,RMD,13080,75776,117600,61680,28920,78056,640,417,54240,17206,16798,11,4,42219.36363636364,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,18,0,1,18,0,1,no,no,not specific,0,9
4727,RIP,RME,963360,2036480,1367400,1599840,1796400,3439009,11938,30914,3714000,815,15006,11,4,1361378.3636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4729,RIP,RMG,0,0,0,0,0,0,0,0,0,1280,3041,2,2,2160.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4731,RIP,SAA,0,0,0,0,0,0,0,0,0,0,4494,1,1,4494,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4733,RIP,SIA,0,0,0,0,0,0,0,0,0,13565,9359,2,2,11462,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
4735,RIP,SIB,7680,20992,79920,30600,275760,7772,121,1526,285360,7271,11357,11,4,66214.45454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
4737,RIP,SMB,35280,60416,43680,0,58200,0,0,0,0,11749,5562,6,2,35814.5,4,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,8,0,1,8,0,1,no,no,not specific,0,4
4739,RIP,SMD,0,0,0,0,0,0,0,0,0,422,1932,2,2,1177,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4741,RIP,URA,2042640,3880960,3556080,3557160,9307800,11981628,104122,90870,13141440,41580,39050,11,4,4340302.7272727275,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,4,3,3,2.6666666666666665,1,2,no,no,not specific,0.1,3.5
4743,RIP,URB,0,0,0,0,72960,0,0,22692,44640,4504,899,5,4,29139,3,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4745,RIP,URX,76320,126720,41280,337800,629760,280472,0,8198,136320,15192,6291,10,4,165835.3,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,38,7,2,22.5,0,2,no,yes,pristi_specific,0,22.5
4747,RIP,URY,9240,14592,139560,155760,218640,210185,2384,6471,708240,11402,18201,11,4,135879.54545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,27,9,2,18,0,2,no,yes,pristi_specific,0,18
4773,RIR,RIS,0,66048,0,3840,131640,463288,1896,3017,599760,0,0,7,2,181355.57142857142,7,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4775,RIR,RIV,476160,888832,662400,1646520,655920,393338,7089,11497,699360,2049,561,11,4,494884.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4777,RIR,RMD,0,0,0,19800,183480,0,3143,5333,0,7332,2666,6,3,36959,4,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4779,RIR,RME,276360,815104,434760,14160,742440,444702,2911,2308,949200,1319,0,10,3,368326.4,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4781,RIR,RMG,0,0,0,0,0,5406,675,3679,72960,0,0,4,2,20680,4,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
4783,RIR,SAA,18360,23552,0,8640,76560,9461,448,12964,0,0,0,7,1,21426.428571428572,7,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4785,RIR,SIA,66000,0,0,600,545400,0,113,0,960,0,0,5,1,122614.6,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4787,RIR,SIB,206520,187136,15000,1080,0,0,0,21003,0,711,0,6,2,71908.33333333333,5,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4789,RIR,SMB,315720,19456,13080,244680,124080,1092156,4992,26051,2592960,14981,18263,11,4,406038.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,2,0,0,2,1.5,2,0,no,no,not specific,0.3,0
4791,RIR,SMD,0,0,0,32400,0,0,109,2680,0,22,70,5,3,7056.2,3,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4793,RIR,URA,4440,0,0,0,0,6420,19,0,0,0,627,4,1,2876.5,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4795,RIR,URB,183240,0,0,0,0,0,0,0,0,0,0,1,0,183240,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4797,RIR,URX,998040,1721856,1647720,2107560,3313560,4338554,65198,37695,10221600,4108,5919,11,4,2223800.909090909,9,2,no,no,core,no,core,3,5,8,9,10,12,7,15,19,14,8,5,12,9.583333333333334,10,2,no,no,core,10.2,6.5
4799,RIR,URY,321960,124416,357960,193800,199800,258508,1127,912,223440,5587,5930,11,4,153949.0909090909,9,2,no,no,core,no,core,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4812,RIS,RIV,341040,797184,590640,596280,1195080,1338162,6321,5704,1630080,1298,2131,11,4,591265.4545454546,9,2,no,no,core,no,core,0,0,0,0,0,1,0,0,0,0,2,0,2,1.5,1,1,no,no,not specific,0.1,1
4814,RIS,RMD,947040,1655808,2293800,1613280,4679520,6547197,55509,59178,11365920,57635,49578,11,4,2665860.4545454546,9,2,no,no,core,no,core,0,1,4,1,4,7,3,28,8,3,35,21,11,10.454545454545455,9,2,no,no,not specific,5.9,28
4816,RIS,RME,2161800,3088128,2816040,4268880,6360960,7103077,17234,72906,14334960,10107,9485,11,4,3658507,9,2,no,no,core,no,core,0,0,0,0,0,0,0,3,0,1,0,0,2,2,2,0,no,no,not specific,0.4,0
4818,RIS,RMG,42960,413952,170280,741960,397560,320685,2986,4039,1195440,3263,2008,11,4,299557.54545454547,9,2,no,no,core,no,core,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4820,RIS,SAA,95760,654336,385080,448560,1396440,918128,2175,2753,4173120,1688,0,10,3,807804,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4822,RIS,SIA,34800,397312,200640,261240,1677840,262224,530,3890,1022640,4800,1396,11,4,351573.8181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4824,RIS,SIB,6360,113920,0,0,0,219309,96,0,645360,0,0,5,1,197009,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4826,RIS,SMB,151080,297728,317040,778440,2939880,625151,2,40167,6595200,2659,2113,11,4,1068132.7272727273,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4828,RIS,SMD,3113040,5398272,4105320,5566320,8044920,12053605,100775,143852,17092800,60180,58358,11,4,5067040.181818182,9,2,no,no,core,no,core,2,1,2,1,2,5,4,9,7,5,52,38,12,10.666666666666666,10,2,no,no,core,3.8,45
4830,RIS,URA,0,0,0,3840,0,6758,0,111,34800,1864,3603,6,4,8496,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4832,RIS,URB,0,5888,0,0,0,11151,0,0,0,0,0,2,0,8519.5,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4834,RIS,URX,7560,0,98160,0,0,0,0,0,0,0,0,2,0,52860,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4836,RIS,URY,223560,493056,439920,351840,824880,1013758,7297,4720,1312800,76481,46118,11,4,435857.2727272727,9,2,no,no,core,no,core,0,0,0,1,0,0,1,6,3,6,40,21,7,11.142857142857142,5,2,no,no,not specific,1.7,30.5
4848,RIV,RIV,625200,1900288,882600,853080,2469360,1929861,16735,27091,4104960,6634,3023,11,4,1165348.3636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,9,0,0,0,0,1,9,1,0,no,no,not specific,0.9,0
4850,RIV,RMD,1261920,1970944,2392800,2029080,4409640,6775294,51658,72854,7943760,22408,12427,11,4,2449344.090909091,9,2,no,no,core,no,core,3,2,5,10,6,10,9,17,9,17,37,4,12,10.75,10,2,no,no,core,8.8,20.5
4852,RIV,RME,85320,0,0,193320,204120,0,1969,341,490560,382,1259,8,4,122158.875,6,2,no,no,not specific,no,core,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
4854,RIV,RMG,354360,256256,345000,70800,1354680,834324,4855,5491,1700160,777,2652,11,4,448123.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
4856,RIV,SAA,2221320,3519232,2721120,3317280,4955160,6150479,53254,68030,9340800,7674,11963,11,4,2942392,9,2,no,no,core,no,core,3,3,4,7,7,9,7,32,6,6,56,9,12,12.416666666666666,10,2,no,no,core,8.4,32.5
4858,RIV,SIA,562800,1039872,731760,675600,2545680,2732081,30561,26858,5041440,25284,16696,11,4,1220784.7272727273,9,2,no,no,core,no,core,0,0,0,3,3,7,8,10,12,16,0,0,7,8.428571428571429,7,0,no,no,not specific,5.9,0
4860,RIV,SIB,812640,1690112,1085520,1064280,1874640,3195368,16626,19358,3061920,11241,17022,11,4,1168066.0909090908,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4862,RIV,SMB,309000,570368,746040,763200,2015520,1696693,7876,24957,5660880,14814,7944,11,4,1074299.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,1,0,5,0,3,2.3333333333333335,2,1,no,no,not specific,0.2,2.5
4864,RIV,SMD,2251080,4800000,4294800,4327320,10176720,14081799,116086,124418,19319280,61335,52113,11,4,5418631.909090909,9,2,no,no,core,no,core,1,3,3,5,9,6,9,20,4,6,11,10,12,7.25,10,2,no,no,core,6.6,10.5
4866,RIV,URA,15360,169984,19680,48480,68760,0,0,0,0,0,0,5,0,64452.8,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
4868,RIV,URB,186720,357888,174120,61920,111960,285203,2630,745,62640,0,10,10,3,124383.6,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
