,pre,post,witvliet_1,witvliet_2,witvliet_3,witvliet_4,witvliet_5,witvliet_6,cel_jsh,cel_n2u,witvliet_8,pristi_s14,pristi_s15,conserved,conserved_adult,average_size,elegans_sum,pristi_sum,elegans_specific,pristi_specific,specific_adj,elegans_specific_adult,specific_adj_adult,witvliet_1_syn,witvliet_2_syn,witvliet_3_syn,witvliet_4_syn,witvliet_5_syn,witvliet_6_syn,cel_jsh_syn,cel_n2u_syn,witvliet_7_syn,witvliet_8_syn,pristi_s14_syn,pristi_s15_syn,conserved_syn,average_size_syn,elegans_sum_syn,pristi_sum_syn,elegans_specific_syn,pristi_specific_syn,specific_syn,average_cel_syn_size,average_pristi_syn_size
919,AIM,RMD,16200,0,0,1800,0,0,2077,2972,0,129,0,5,2,4635.6,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
921,AIM,RME,0,0,8760,0,0,0,0,0,0,0,0,1,0,8760,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
923,AIM,RMG,1040280,738304,520080,1001040,2218800,2871305,17033,43789,4926000,8099,5416,11,4,1217286,9,2,no,no,core,no,core,0,0,0,0,0,1,0,8,1,0,1,0,4,2.75,3,1,no,no,not specific,1,0.5
925,AIM,SAA,48360,0,10200,0,0,1689,0,0,119040,952,0,5,2,36048.2,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
927,AIM,SIA,43200,77056,52800,278040,348120,248370,561,10418,773520,6657,5461,11,4,167654.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,1,0,0,2,1,2,0,no,no,not specific,0.2,0
929,AIM,SIB,104280,369152,113280,268200,165840,555538,784,612,408720,2510,0,10,3,198891.6,9,1,no,no,not specific,no,not specific,0,0,0,1,2,1,0,0,0,1,0,0,4,1.25,4,0,no,no,not specific,0.5,0
931,AIM,SMB,433320,625408,254880,285840,587400,901231,5628,11983,1234560,17729,12874,11,4,397350.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,1,0,4,2,2,1,2,6,2,4,2,no,no,not specific,0.9,1.5
933,AIM,SMD,72480,81920,74280,54240,107040,104078,0,0,168960,2083,307,9,3,73932,7,2,no,no,not specific,no,not specific,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
935,AIM,URA,10680,20224,0,7080,1920,108471,303,321,131280,0,423,9,3,31189.11111111111,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
937,AIM,URB,0,0,0,0,12480,10813,597,675,0,0,0,4,1,6141.25,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
939,AIM,URX,196800,227072,228360,800280,886440,1648711,17621,16465,6586560,4062,11051,11,4,965765.6363636364,9,2,no,no,core,no,core,0,0,0,0,1,1,1,6,1,0,1,1,7,1.7142857142857142,5,2,no,no,not specific,1,1
941,AIM,URY,23520,27136,26520,29040,72840,63190,926,847,120960,435,222,11,4,33239.63636363636,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,no,no,not specific,0,0.5
947,AIN,AIN,573120,1149952,401520,1263360,1107000,2896312,9129,6374,2925840,10144,3806,11,4,940596.0909090909,9,2,no,no,core,no,core,0,1,0,0,0,2,0,2,0,1,0,0,4,1.5,4,0,no,no,not specific,0.6,0
949,AIN,AIY,438240,246272,269400,373080,987240,1613904,3533,3475,3361920,28070,18740,11,4,667624.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,no,no,not specific,0.1,0.5
951,AIN,AIZ,0,0,23400,0,56520,17233,0,0,0,3157,4780,5,2,21018,3,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,7,3,2,5,0,2,no,yes,pristi_specific,0,5
953,AIN,ALA,0,0,0,0,0,0,0,0,0,86,0,1,1,86,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
955,AIN,ALM,10800,88832,98280,103320,300000,373738,1777,201,736800,3007,806,11,4,156141.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,no,no,not specific,0,1.5
957,AIN,ALN,0,0,0,0,0,132801,0,438,20880,0,316,4,3,38608.75,3,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
959,AIN,ASE,539400,1544960,851400,1521360,1696320,2209657,25375,23196,5262960,3054,1663,11,4,1243576.8181818181,9,2,no,no,core,no,core,1,1,4,1,0,1,2,5,3,3,0,3,10,2.4,9,1,no,no,not specific,2.1,1.5
961,AIN,ASG,312480,508928,330240,117600,397920,317644,4408,9770,806640,0,0,9,2,311736.6666666667,9,0,yes,no,cel_specific,no,cel_specific,1,1,0,0,0,0,0,2,0,0,0,0,3,1.3333333333333333,3,0,no,no,not specific,0.4,0
963,AIN,ASH,0,0,0,0,0,0,0,0,0,379,0,1,1,379,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
965,AIN,ASI,386400,218880,141360,310800,342720,1017814,7896,8832,1241280,0,45,10,3,367602.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,11,0,0,0,0,1,11,1,0,no,no,not specific,1.1,0
967,AIN,ASJ,108240,16640,3240,5400,0,0,448,5570,293040,0,0,7,2,61796.857142857145,7,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
969,AIN,ASK,354600,255744,150960,276840,388920,0,3955,21870,714720,0,0,8,2,270951.125,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
971,AIN,AUA,2920320,4920832,3925320,3916800,8059080,8527072,87855,43022,12445440,78190,63349,11,4,4089752.727272727,9,2,no,no,core,no,core,3,4,4,4,8,6,3,5,7,5,9,6,12,5.333333333333333,10,2,no,no,core,4.9,7.5
973,AIN,AVA,5640,101632,480,37440,116520,18247,1717,861,139200,0,1644,10,3,42338.1,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
975,AIN,AVD,129480,113920,238920,286440,453840,356842,1497,1692,694800,35831,25863,11,4,212647.72727272726,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
977,AIN,AVE,0,0,0,0,0,0,0,4,0,0,0,1,1,4,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
979,AIN,AVH,600,105728,0,157320,536160,254791,11834,7992,1555440,0,0,8,2,328733.125,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
981,AIN,AVJ,76800,350976,329040,461640,593760,1155348,10181,8926,2445360,24626,16295,11,4,497541.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
983,AIN,AWA,0,0,0,0,1920,0,0,0,25920,57788,26548,4,3,28044,2,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,14,3,2,8.5,0,2,no,yes,pristi_specific,0,8.5
985,AIN,AWB,3000,0,0,0,92880,0,0,0,24720,0,0,3,1,40200,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
987,AIN,AWC,759720,1548288,728640,1635600,1440600,1172242,10397,25656,2126160,1812,9203,11,4,859847.0909090909,9,2,no,no,core,no,core,0,2,0,2,0,0,0,2,1,0,0,1,5,1.6,4,1,no,no,not specific,0.7,0.5
989,AIN,BAG,859560,2300672,1284720,2286240,2856240,3282216,36755,10985,8481360,14249,7989,11,4,1947362.3636363635,9,2,no,no,core,no,core,3,1,4,7,5,12,11,14,19,16,14,2,12,9,10,2,no,no,core,9.2,8
991,AIN,CEP,245160,317696,129000,167520,372840,424423,2468,3146,832560,5688,2103,11,4,227509.45454545456,9,2,no,no,core,no,core,5,2,2,6,8,10,8,2,14,13,0,0,10,7,10,0,yes,no,cel_specific,7,0
993,AIN,DB,116160,0,0,168720,0,0,0,0,0,0,0,2,0,142440,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
995,AIN,DVC,0,0,0,0,0,0,0,0,0,63,0,1,1,63,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
997,AIN,FLP,0,0,0,52320,0,0,0,0,0,0,0,1,0,52320,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
999,AIN,IL1,140040,213760,90480,105960,263160,244314,2564,3408,372000,1121,2523,11,4,130848.18181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1001,AIN,IL2,220680,272384,64680,129720,294600,326090,2568,4028,437760,1921,1316,11,4,159613.36363636365,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,no,no,not specific,0.1,0
1003,AIN,OLL,66120,113152,115200,83640,105840,129760,1185,780,143520,1391,570,11,4,69196.18181818182,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1005,AIN,OLQ,136680,133376,67080,107040,280560,274051,1472,1636,499920,1553,2555,11,4,136902.0909090909,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1007,AIN,RIA,45240,50176,62760,102840,135000,289597,7828,4873,709440,6814,3145,11,4,128883,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,1,0,6,0,2,3.5,1,1,no,no,not specific,0.1,3
1009,AIN,RIB,535200,1085952,545160,1172880,3466080,4102685,37441,61927,10317840,10127,9042,11,4,1940394,9,2,no,no,core,no,core,2,0,1,3,5,7,9,13,15,13,22,9,11,9,9,2,no,no,not specific,6.8,15.5
1011,AIN,RID,890400,1585664,915480,1496160,1617120,4633220,37227,53449,8455440,0,922,10,3,1968508.2,9,1,no,no,not specific,no,not specific,0,1,1,2,1,0,1,4,1,5,0,0,8,2,8,0,no,no,not specific,1.6,0
1013,AIN,RIG,0,0,21480,0,2280,0,0,224,1440,831,0,5,3,5251,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1015,AIN,RIH,111840,5376,81480,6000,187320,262901,485,0,319200,404,2937,10,3,97794.3,8,2,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1017,AIN,RIM,0,18944,0,39360,88320,21964,1527,748,267840,0,0,7,2,62671.857142857145,7,0,no,no,not specific,no,cel_specific,0,0,0,0,1,0,1,0,4,2,0,0,4,2,4,0,no,no,not specific,0.8,0
1019,AIN,RIR,0,0,0,0,0,0,0,173,0,0,0,1,1,173,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1021,AIN,RIS,5760,39936,10440,297360,0,0,0,0,0,0,0,4,0,88374,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1023,AIN,RIV,104040,66048,143400,52800,100680,296017,9524,9921,1076160,919,366,11,4,169079.54545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1025,AIN,RMD,18720,0,9480,0,0,0,0,2261,0,0,0,3,1,10153.666666666666,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,no,no,not specific,0.3,0
1027,AIN,RME,0,1536,240,142200,40320,0,15,0,133200,0,0,6,1,52918.5,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1029,AIN,SAA,218640,45312,21960,52080,10920,31426,0,1124,134400,28,156,10,4,51604.6,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,3,0,0,0,0,1,3,1,0,no,no,not specific,0.3,0
1031,AIN,SIA,0,72192,0,0,0,0,525,766,302640,0,0,4,2,94030.75,4,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1033,AIN,SIB,0,96512,12000,55680,111000,307169,0,2279,438480,3649,2793,9,4,114395.77777777778,7,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1035,AIN,SMB,0,0,0,0,0,0,0,0,22320,0,0,1,1,22320,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1037,AIN,SMD,39720,73728,98160,4320,29880,356504,31,4412,804000,1547,1254,11,4,128505.09090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1039,AIN,URA,3480,0,0,39960,4560,3378,0,267,38400,135,1909,8,4,11511.125,6,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1041,AIN,URB,0,5888,48120,0,4800,5406,0,981,11040,0,0,6,2,12705.833333333334,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1043,AIN,URX,117600,159744,55200,63000,417480,616026,2291,2696,1108320,10384,12752,11,4,233226.63636363635,9,2,no,no,core,no,core,0,0,0,0,0,0,0,4,1,0,1,0,3,2,2,1,no,no,not specific,0.5,0.5
1045,AIN,URY,41520,41984,6360,116400,113280,28046,1165,1010,308400,1437,2130,11,4,60157.454545454544,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1052,AIY,AIY,107880,140288,399120,0,1037160,740044,10852,9751,320880,592,0,9,3,307396.3333333333,8,1,no,no,not specific,no,not specific,0,0,0,0,0,1,0,12,1,0,0,0,3,4.666666666666667,3,0,no,no,not specific,1.4,0
1054,AIY,AIZ,2289360,2429440,2314560,2802960,6367680,7212563,46414,57464,11786160,44977,35483,11,4,3217005.5454545454,9,2,no,no,core,no,core,8,12,12,14,23,21,23,219,26,23,148,57,12,48.833333333333336,10,2,no,no,core,38.1,102.5
1056,AIY,ALM,0,0,0,0,0,0,0,0,0,1773,1370,2,2,1571.5,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,1,no,no,not specific,0,1.5
1058,AIY,ASE,3034920,5062144,3323400,5193480,10697040,11664659,93811,133654,17562960,83017,3779,11,4,5168442.181818182,9,2,no,no,core,no,core,0,0,1,0,0,0,4,7,4,3,97,3,7,17,5,2,no,no,not specific,1.9,50
1060,AIY,ASG,11400,74240,18720,79680,74880,467004,78,5882,279120,0,403,10,3,101140.7,9,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,2,0,0,0,0,1,2,1,0,no,no,not specific,0.2,0
1062,AIY,ASH,84120,132608,99240,40200,125400,8448,0,1010,160560,71896,47678,10,4,77116,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,27,16,2,21.5,0,2,no,yes,pristi_specific,0,21.5
1064,AIY,ASI,564480,986880,911040,138480,752880,1357761,7485,6872,1166160,5477,16527,11,4,537640.1818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,12,10,2,11,0,2,no,yes,pristi_specific,0,11
1066,AIY,ASK,2280,0,0,39240,0,56770,0,421,0,0,48,5,2,19751.8,4,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1068,AIY,AUA,2615400,3207168,2655960,3099720,5766000,5780796,61709,37030,10095840,20476,5981,11,4,3031461.8181818184,9,2,no,no,core,no,core,1,0,0,1,0,0,0,0,0,3,0,0,3,1.6666666666666667,3,0,no,no,not specific,0.5,0
1070,AIY,AVA,0,0,0,0,3120,0,0,0,0,1261,92,3,2,1491,1,2,no,no,not specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1072,AIY,AVB,63360,303360,101400,108240,282120,3041,0,5668,639600,4061,1962,10,4,151281.2,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
1074,AIY,AVD,0,50176,0,55560,0,0,0,0,68880,0,0,3,1,58205.333333333336,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1076,AIY,AVE,0,5888,0,0,252120,0,0,1504,344640,3581,1271,6,4,101500.66666666667,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1078,AIY,AVH,11880,41216,32640,34800,52680,29736,0,13,558000,0,0,8,2,95120.625,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1080,AIY,AVJ,869520,869120,620640,455400,1581840,1354045,0,12346,1339200,0,1300,9,3,789267.8888888889,8,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1082,AIY,AVK,0,0,0,63000,224760,0,0,26736,964080,1486,1626,6,4,213614.66666666666,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1084,AIY,AVL,0,0,0,0,0,0,0,0,0,851,0,1,1,851,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1086,AIY,AWA,379560,772608,658320,541320,2343360,3793826,38704,53941,6075840,36094,23149,11,4,1337883.8181818181,9,2,no,no,core,no,core,0,1,0,0,2,3,0,25,1,3,34,0,7,9.857142857142858,6,1,no,no,not specific,3.5,17
1088,AIY,AWB,920280,1345536,848760,978720,2036280,2044752,12311,9596,1951920,1019,1030,11,4,922745.8181818182,9,2,no,no,core,no,core,0,1,2,0,1,1,0,1,0,2,6,4,8,2.25,6,2,no,no,not specific,0.8,5
1090,AIY,AWC,1774680,2766336,1504800,1628760,5057640,5239447,42421,68969,8634720,4871,69002,11,4,2435604.1818181816,9,2,no,no,core,no,core,0,0,0,0,0,0,0,8,1,0,2,52,4,15.75,2,2,no,no,not specific,0.9,27
1092,AIY,BAG,846960,1942016,1212960,1639440,3374160,4800827,30255,10593,6618480,2649,2507,11,4,1861895.1818181819,9,2,no,no,core,no,core,2,0,1,6,3,0,1,1,1,3,0,0,8,2.25,8,0,no,no,not specific,1.8,0
1094,AIY,BDU,0,0,1080,0,0,0,0,288,85680,0,0,3,2,29016,3,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1096,AIY,CEP,5040,0,0,0,1800,0,0,0,0,0,0,2,0,3420,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1098,AIY,DB,0,0,0,428040,0,0,0,0,0,0,0,1,0,428040,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1100,AIY,DVA,0,0,0,600,58680,0,187,350,0,0,0,4,1,14954.25,4,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1102,AIY,FLP,2160,66816,0,128040,0,35143,0,970,124320,0,0,6,2,59574.833333333336,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1104,AIY,IL1,16560,18944,2400,0,121800,18585,0,0,0,0,0,5,0,35657.8,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1106,AIY,IL2,18480,82944,3480,0,27960,0,0,0,4320,0,0,5,1,27436.8,5,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1108,AIY,OLL,2040,77824,0,0,0,0,0,0,0,0,0,2,0,39932,2,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1110,AIY,OLQ,26160,0,0,0,66360,4730,0,0,0,0,0,3,0,32416.666666666668,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1112,AIY,PVC,86160,333824,45960,0,5400,8785,131,2912,72240,760,311,10,4,55648.3,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,1,no,no,not specific,0,1.5
1114,AIY,PVP,0,0,6120,0,18120,337,0,0,0,0,0,3,0,8192.333333333334,3,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1116,AIY,PVQ,84600,9984,15240,123120,26640,184504,0,2338,180960,0,0,8,2,78423.25,8,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1118,AIY,RIA,1069680,1608448,954720,1177560,3761160,4227378,31531,52166,3148800,22202,26440,11,4,1461825.9090909092,9,2,no,no,core,no,core,3,6,5,6,10,7,5,167,11,6,104,45,12,31.25,10,2,no,no,core,22.6,74.5
1120,AIY,RIB,1593360,2270976,1518000,3171480,5053680,6276187,62890,86805,8369040,33452,25360,11,4,2587384.5454545454,9,2,no,no,core,no,core,5,9,6,8,8,7,7,168,12,12,115,46,12,33.583333333333336,10,2,no,no,core,24.2,80.5
1122,AIY,RIF,159600,274176,262320,66840,489240,479846,49,7266,207600,3971,5484,11,4,177853.81818181818,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1124,AIY,RIG,190560,0,170280,0,26520,337243,16,1764,0,0,0,6,1,121063.83333333333,6,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1126,AIY,RIH,546960,1015040,610560,372840,1893720,2386052,22305,31793,1390560,1720,3710,11,4,752296.3636363636,9,2,no,no,core,no,core,0,0,0,0,0,0,0,1,0,0,8,3,3,4,1,2,no,no,not specific,0.1,5.5
1128,AIY,RIM,284520,307712,549720,119040,1161000,1170216,2022,7210,1063680,11233,9575,11,4,425993.45454545453,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,no,no,not specific,0.1,0
1130,AIY,RIR,236280,649728,544680,132120,994680,2076855,20111,10155,1614480,0,0,9,2,697676.5555555555,9,0,yes,no,cel_specific,no,cel_specific,0,1,0,0,0,2,1,1,1,0,0,0,5,1.2,5,0,no,no,not specific,0.6,0
1132,AIY,RIS,706320,480768,1051200,538200,1319280,1766645,296,1162,2781600,6459,8530,11,4,787314.5454545454,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1134,AIY,RIV,43200,101888,90000,50280,35520,0,0,44,71760,0,0,7,2,56098.857142857145,7,0,no,no,not specific,no,cel_specific,0,1,0,0,0,0,0,1,0,0,0,0,2,1,2,0,no,no,not specific,0.2,0
1136,AIY,RME,0,41216,1440,74160,375480,0,0,788,770880,0,0,6,2,210660.66666666666,6,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1138,AIY,RMG,0,0,0,0,0,0,0,360,46560,0,0,2,2,23460,2,0,no,no,not specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1140,AIY,SIA,0,0,0,37080,406200,0,0,13858,257280,4213,1763,6,4,120065.66666666667,4,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1142,AIY,SIB,248400,440832,324000,112080,393240,631233,6989,1972,466320,2965,4499,11,4,239320.9090909091,9,2,no,no,core,no,core,1,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,no,no,not specific,0.2,0
1144,AIY,SMB,296760,651264,422160,224400,1458600,779242,2929,18400,1953360,8312,8170,11,4,529417.9090909091,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1146,AIY,URX,165360,221440,239640,317760,319560,450109,2418,1792,714960,0,0,9,2,270337.6666666667,9,0,yes,no,cel_specific,no,cel_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1148,AIY,URY,34680,0,0,0,0,0,0,0,0,0,0,1,0,34680,1,0,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1156,AIZ,AIZ,326880,807680,558840,257880,1062960,1033021,10193,9641,1207200,2932,3027,11,4,480023.0909090909,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,1,6,11,4,4.75,2,2,no,no,not specific,0.2,8.5
1158,AIZ,ASE,1021200,1779968,994440,1558920,3505680,3160902,39459,15991,3796080,64787,254,11,4,1448880.0909090908,9,2,no,no,core,no,core,1,1,0,0,3,4,2,6,3,3,9,0,9,3.5555555555555554,8,1,no,no,not specific,2.3,4.5
1160,AIZ,ASG,208680,248320,203760,53040,827280,1191843,0,27551,1247520,7602,7361,10,4,402295.7,8,2,no,no,not specific,no,core,0,0,0,0,0,0,0,0,0,1,4,0,2,2.5,1,1,no,no,not specific,0.1,2
1162,AIZ,ASH,309240,830464,805080,634680,1300080,1543618,2930,20949,1426800,1304,3136,11,4,625298.2727272727,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1164,AIZ,ASI,59400,2048,87720,145320,12960,94954,146,518,152400,52864,30369,11,4,58063.545454545456,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,22,7,2,14.5,0,2,no,yes,pristi_specific,0,14.5
1166,AIZ,ASJ,0,0,0,0,0,0,0,0,0,146,0,1,1,146,0,1,no,no,not specific,no,not specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1168,AIZ,ASK,0,0,0,0,0,0,0,0,0,121,2047,2,2,1084,0,2,no,yes,pristi_specific,no,pristi_specific,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
1170,AIZ,AUA,394320,737536,207840,664080,956880,1121892,12529,12242,2406960,12698,5239,11,4,593837.8181818182,9,2,no,no,core,no,core,0,0,0,0,1,0,0,0,0,0,8,0,2,4.5,1,1,no,no,not specific,0.1,4
1172,AIZ,AVA,102000,30976,0,215880,113040,0,0,583,308880,69,850,8,4,96534.75,6,2,no,no,not specific,no,core,0,0,0,1,1,0,0,0,0,1,10,0,4,3.25,3,1,no,no,not specific,0.3,5
1174,AIZ,AVB,249240,262400,317640,146400,766680,827903,73,17200,1487040,17781,11870,11,4,373111.54545454547,9,2,no,no,core,no,core,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no,none,0,0
